,rid,client_id,gender,transcription,reference,split,weight,wer,cer
295,train_295,male_7,male, Potual received treatment to a shoulder at this point but managed to return to the game.,potro received treatment to his shoulder at this point but managed to return to the game,train,0.12991452991452992,0.125,0.06818181818181818
300,train_300,male_0,male, Sajans are knowledge of various sedative including moving from extract of popy seeds and scopolama in from abosides.,surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds,train,0.11282051282051282,0.5555555555555556,0.2222222222222222
312,train_312,male_3,male," Out on the Savannah, it is hard for a primate with a digestive system like that of humans to satisfy its amino acid requirements from available plant resources.",out on the savanna it is hard for a primate with a digestive system like that of humans to satisfy its amino-acid requirements from available plant resources,train,0.13418803418803418,0.03571428571428571,0.006369426751592357
315,train_315,male_10,male, And this Renaissance magnetic field and radio waves cause atoms to give off tiny radio signals.,in this resonance magnetic field and radio waves cause atoms to give off tiny radio signals,train,0.09401709401709402,0.125,0.07692307692307693
316,train_316,male_7,male," It is possible to secure park permits directly from the Ranger Station in Puerto Jimenez, but they do not accept credit cards.",it is possible to secure park permits directly from the ranger station in puerto jiménez but they do not accept credit cards,train,0.12991452991452992,0.0,0.0
317,train_317,male_5,male," Mr. Ruts, this is in just a Cioro-Criot Accord. I slets the United States which will now be the only developing nation that to ratify the agreement.",mr rudd's decision to sign the kyoto climate accord isolates the united states which will now be the only developed nation not to ratify the agreement,train,0.10683760683760683,0.4444444444444444,0.22580645161290322
321,train_321,male_7,male, Once the ancient city of Serma is now a modern developed and busy commercial center set around a huge bay and surrounded by mountains.,once the ancient city of smyrna it is now a modern developed and busy commercial center set around a huge bay and surrounded by mountains,train,0.12991452991452992,0.08,0.043795620437956206
323,train_323,male_1,male," That means everything has to be put back, said researcher at the Rift Valley Research Service in Ethiopia and a co-author of the study, Burhan Eswa.",that means everything has to be put back said researcher at the rift valley research service in ethiopia and a co-author of the study berhane asfaw,train,0.1170940170940171,0.07407407407407407,0.034013605442176874
324,train_324,male_5,male, And he length of time trapped on a roller coaster would be uncomfortable to say the least and it took out the least an hour to get the first person off the ride.,any length of time trapped on a roller coaster would be uncomfortable to say the least and it took at least an hour to get the first person off the ride,train,0.10683760683760683,0.12903225806451613,0.06666666666666667
325,train_325,male_11,male, Maybe you discover a simple beverage that you can make for breakfast when you are back to your daily routine.,maybe you'll discover a simple beverage that you can make for breakfast when you're back to your daily routine,train,0.05897435897435897,0.047619047619047616,0.04424778761061947
328,train_328,male_5,male," Almost to their food would be familiar to us. Romans did have their share of strange, unusual feast items, including wild boar, peacock, snails, and a type of roden, called a door mouse.",while most of their food would be familiar to us romans did have their share of strange or unusual feast items including wild boar peacock snails and a type of rodent called a dormouse,train,0.10683760683760683,0.20588235294117646,0.07065217391304347
330,train_330,male_11,male, These countries need any reports which said that castling the run-half would have been against the Constitution.,this contradicts earlier reports which said that cancelling the runoff would have been against the constitution,train,0.05897435897435897,0.4375,0.19090909090909092
332,train_332,male_4,male," Make sure your hand is as real, accessible while still hitting all the notes correctly. Also try not to make much extraneous motion with your fingers.",make sure your hand is as relaxed as possible while still hitting all the notes correctly also try not to make much extraneous motion with your fingers,train,0.1282051282051282,0.1111111111111111,0.052980132450331126
333,train_333,male_0,male, We have a year along financial crisis which had had its most acute moment in the past two months and I think now the financial markets are beginning to recover.,we have a year-long financial crisis which has had its most acute moment in the past two months and i think now the financial markets are beginning to recover,train,0.11282051282051282,0.06666666666666667,0.01282051282051282
